Model,Category,BLEU,ROUGE-L,METEOR,BERT-F1
minicpm-v_latest,"Relational Diagram
(Flowchart Multiple Paths)",0.009604808763438772,0.20089285714285712,0.17784659362095406,0.8250313997268677
minicpm-v_latest,Relational Diagram (Cycle),0.0,0.0,0.0,0.7164558172225952
minicpm-v_latest,Relational Diagram (Cycle),0.012632046128944797,0.1654501216545012,0.18044100594858384,0.8352359533309937
minicpm-v_latest,Graph (Vertical Bar Graph),0.07920573969817077,0.2122186495176849,0.35397923875432524,0.7600524425506592
minicpm-v_latest,Graph (Horizontal Bar Graph),0.0023391196051784397,0.056910569105691054,0.07142857142857144,0.7264907360076904
minicpm-v_latest,Graph (Double),0.0022439633938682152,0.05217391304347826,0.0881316098707403,0.7983084321022034
minicpm-v_latest,Graph (Line),0.020570450858258944,0.17943107221006563,0.20828158343770592,0.7783308625221252
minicpm-v_latest,Graphs (Pie Chart),0.011037091087412253,0.13733905579399142,0.3240485383342526,0.7890962958335876
minicpm-v_latest,Graphs (Scatter Plot),0.01219989947415697,0.21025641025641026,0.2617637586502288,0.8353169560432434
minicpm-v_latest,Maps (Physical),0.007685787529775742,0.18461538461538463,0.2120861684102951,0.8275440335273743
minicpm-v_latest,Maps (Political),0.0,0.040160642570281124,0.0,0.7102503180503845
minicpm-v_latest,Maths (Graphs),0.0,0.06299212598425197,0.0,0.7155364155769348
minicpm-v_latest,Maths (Diagram),0.005983492599627106,0.19875776397515527,0.18097941802696949,0.8326848745346069
minicpm-v_latest,Maths (Geometry),0.0,0.0684931506849315,0.0,0.7066369652748108
minicpm-v_latest,Table (Simple),4.623757105193804e-05,0.22950819672131148,0.010330578512396695,0.7246366739273071
minicpm-v_latest,Table (Complex),0.06475888186962112,0.18903591682419663,0.20644684330336557,0.8036807179450989
minicpm-v_latest,Text Only (Nutrition Label),0.004084062992408798,0.1308411214953271,0.21659908083265755,0.8069598078727722
minicpm-v_latest,Text Only (Timeline),0.03472442451831464,0.28440366972477066,0.4746273676119098,0.8624605536460876
mistral-small3.2_latest,"Art, Photos & Cartoons 
(Drawings & Paintings)",0.002557347675899606,0.10223642172523963,0.17266187050359713,0.8354013562202454
mistral-small3.2_latest,"Art, Photos & Cartoons 
(Photographs)",0.0007736738196500679,0.01892744479495268,0.0398936170212766,0.8113613128662109
mistral-small3.2_latest,"Art, Photos & Cartoons 
(Cartoons & Comics) ",0.009003321556995323,0.1615598885793872,0.19425675675675674,0.8140746355056763
mistral-small3.2_latest,Chemistry,0.021941827541923205,0.1904761904761905,0.2825544216197276,0.866565465927124
mistral-small3.2_latest,Illustrated Diagram (Simple),0.059511301842454026,0.27235772357723576,0.24973451656504217,0.8477919101715088
mistral-small3.2_latest,Illustrated Diagram (Complex),0.002825546779891711,0.1561181434599156,0.15858275867252816,0.8074485659599304
mistral-small3.2_latest,Illustrated Diagram (Comparison),0.028635445516761615,0.1716417910447761,0.16050532031767084,0.8024947047233582
mistral-small3.2_latest,Relational Diagram(Venn),0.01579635901140243,0.20717131474103584,0.2971196868008949,0.8610742092132568
mistral-small3.2_latest,"Relational Diagram 
(Web)",0.01662779417132035,0.14285714285714285,0.25595756595321045,0.8330464959144592
mistral-small3.2_latest,"Relational Diagram 
(Tree)",0.00744815947491243,0.16119402985074627,0.20184730743012955,0.8392353057861328
mistral-small3.2_latest,"Relational Diagram
(Flowchart Basic)",0.009233660556827129,0.17509727626459146,0.15926892950391647,0.8278399109840393
mistral-small3.2_latest,"Relational Diagram
(Flowchart Multiple Start Points)",0.010909491612826554,0.21030927835051547,0.20192918747162958,0.7973335981369019
mistral-small3.2_latest,"Relational Diagram
(Flowchart Multiple Paths)",0.005717764867951645,0.24535315985130116,0.2632171162017383,0.825800895690918
mistral-small3.2_latest,Relational Diagram (Cycle),0.017988865776314703,0.16055045871559634,0.32243045047142366,0.8278295397758484
mistral-small3.2_latest,Relational Diagram (Cycle),0.026841593514275734,0.1722972972972973,0.204830191309416,0.8309407234191895
mistral-small3.2_latest,Graph (Vertical Bar Graph),0.09902406484540176,0.248062015503876,0.40957565882051084,0.8325484991073608
mistral-small3.2_latest,Graph (Double),0.007827488251723181,0.22602739726027393,0.16738660907127428,0.8620831966400146
mistral-small3.2_latest,Graph (Horizontal Bar Graph),0.02956986928835702,0.21608040201005027,0.14585486725663718,0.8009417653083801
mistral-small3.2_latest,Graph (Line),0.08209225198276238,0.24696356275303644,0.26126400599091537,0.8382953405380249
mistral-small3.2_latest,Graphs (Pie Chart),0.008907502084443783,0.1253731343283582,0.2788606134933497,0.8184046149253845
mistral-small3.2_latest,Graphs (Scatter Plot),0.019487196849353204,0.2752293577981651,0.34497946366481225,0.8408131003379822
mistral-small3.2_latest,Maps (Physical),0.03508642690512598,0.2155388471177945,0.27180750150866934,0.8315849304199219
mistral-small3.2_latest,Maps (Political),0.020157051377884032,0.1921097770154374,0.21350142334282227,0.8335856199264526
mistral-small3.2_latest,Maths (Graphs),0.03878673591270726,0.21717171717171715,0.2700982496037075,0.8326839208602905
mistral-small3.2_latest,Maths (Diagram),0.013119805193453314,0.18416801292407106,0.25116561937008114,0.8270744681358337
mistral-small3.2_latest,Maths (Geometry),0.09697517535475497,0.28686868686868683,0.34160434831614905,0.8405632972717285
mistral-small3.2_latest,Table (Simple),0.018057062118296736,0.34615384615384615,0.40550870809654466,0.8618310689926147
mistral-small3.2_latest,Table (Complex),0.046332534295934764,0.14262023217247094,0.1274062636503083,0.7584137916564941
mistral-small3.2_latest,Text Only (Nutrition Label),0.00334892711552307,0.1238095238095238,0.13349514563106796,0.8035076856613159
mistral-small3.2_latest,Text Only (Timeline),0.016503655523278635,0.15527950310559008,0.23586483773837405,0.8343256711959839
moondream_latest,"Art, Photos & Cartoons 
(Drawings & Paintings)",0.0036647909661373774,0.12328767123287673,0.15122873345935728,0.8504767417907715
moondream_latest,"Art, Photos & Cartoons 
(Photographs)",0.0,0.0,0.0,0.0
moondream_latest,"Art, Photos & Cartoons 
(Cartoons & Comics) ",0.01644201100605662,0.1890547263681592,0.14662756598240467,0.8351072072982788
moondream_latest,Chemistry,0.0,0.0,0.0,0.0
moondream_latest,Illustrated Diagram (Simple),0.002891767943978788,0.17948717948717952,0.09268537074148296,0.8257218599319458
moondream_latest,Illustrated Diagram (Complex),0.002159617313964822,0.08648648648648649,0.04608294930875576,0.7566727995872498
moondream_latest,Illustrated Diagram (Comparison),0.0007543382603964585,0.13203883495145632,0.05713526441668881,0.7979474067687988
moondream_latest,Relational Diagram(Venn),0.010390409029121599,0.14705882352941174,0.16025641025641024,0.8405706286430359
moondream_latest,"Relational Diagram 
(Web)",0.01916661072585203,0.20183486238532108,0.18248175182481752,0.8581687808036804
moondream_latest,"Relational Diagram 
(Tree)",0.028633829242838478,0.2459016393442623,0.19268549747048905,0.8653672933578491
moondream_latest,"Relational Diagram
(Flowchart Basic)",0.008108815916171894,0.15436241610738252,0.09774542813758502,0.7948766350746155
moondream_latest,"Relational Diagram
(Flowchart Multiple Start Points)",0.0008387328640662143,0.0858085808580858,0.044820717131474105,0.7907828688621521
moondream_latest,"Relational Diagram
(Flowchart Multiple Paths)",0.0035400725674755327,0.15441176470588236,0.07030827474310439,0.8328338861465454
moondream_latest,Relational Diagram (Cycle),0.014332600919899501,0.18518518518518517,0.3258543567722312,0.8602979779243469
moondream_latest,Relational Diagram (Cycle),0.014379358912489523,0.16296296296296298,0.0774971297359357,0.8227646350860596
moondream_latest,Graph (Vertical Bar Graph),0.10564826354129307,0.20388349514563106,0.20090027951629524,0.7553024888038635
moondream_latest,Graph (Double),0.011676556853918276,0.18055555555555552,0.15246752409502634,0.8526690602302551
moondream_latest,Graph (Horizontal Bar Graph),0.012952927786858168,0.12571428571428572,0.09782661782661783,0.7388198375701904
moondream_latest,Graph (Line),0.0036620036342717905,0.1392757660167131,0.11413505523040807,0.7691465020179749
moondream_latest,Graphs (Pie Chart),0.006736265445287176,0.16541353383458648,0.17768906631182083,0.7593890428543091
moondream_latest,Graphs (Scatter Plot),0.007489626942921714,0.23300970873786406,0.14498757249378624,0.8384910821914673
moondream_latest,Maps (Physical),0.008587002177843615,0.18478260869565216,0.13541666666666666,0.835494339466095
moondream_latest,Maps (Political),0.001977357956253712,0.14569536423841062,0.08281828686055456,0.8334651589393616
moondream_latest,Maths (Graphs),0.04939759284168753,0.2485875706214689,0.2114179429296506,0.8356820344924927
moondream_latest,Maths (Diagram),0.004646326061891119,0.1262135922330097,0.09720062208398134,0.8284801244735718
moondream_latest,Maths (Geometry),0.043499696699055235,0.22026431718061676,0.19514365624205438,0.8274028897285461
moondream_latest,Table (Simple),0.005983375887662023,0.19469026548672566,0.186219739292365,0.8274619579315186
moondream_latest,Table (Complex),0.0022899077826369304,0.08815426997245178,0.039457598621796104,0.7447735667228699
moondream_latest,Text Only (Nutrition Label),0.013362018310251366,0.176,0.21733444921016845,0.8163055777549744
moondream_latest,Text Only (Timeline),0.017949917848805702,0.26760563380281693,0.2521475118483413,0.8440840244293213
qwen2.5vl_latest,"Art, Photos & Cartoons 
(Drawings & Paintings)",0.003326572283500578,0.10236220472440943,0.17268445839874413,0.8472059369087219
qwen2.5vl_latest,"Art, Photos & Cartoons 
(Photographs)",0.0015269396640145824,0.02666666666666667,0.04716981132075472,0.8300570249557495
qwen2.5vl_latest,"Art, Photos & Cartoons 
(Cartoons & Comics) ",0.010582062463085646,0.16627078384798097,0.22303325223033255,0.8331444263458252
qwen2.5vl_latest,Chemistry,0.04270804897554742,0.26035502958579876,0.22727272727272727,0.8714292645454407
qwen2.5vl_latest,Illustrated Diagram (Simple),0.059035825748733596,0.2612419700214133,0.2617058517111415,0.8529605269432068
qwen2.5vl_latest,Illustrated Diagram (Complex),0.0026900217968855713,0.1590909090909091,0.08084705901650774,0.7879331111907959
qwen2.5vl_latest,Illustrated Diagram (Comparison),0.0,0.0,0.0,0.0
qwen2.5vl_latest,Relational Diagram(Venn),0.11239910127491459,0.3050847457627119,0.4031546035593211,0.8854318261146545
qwen2.5vl_latest,"Relational Diagram 
(Web)",0.0059451574654576685,0.1717171717171717,0.25490196078431376,0.8506932258605957
qwen2.5vl_latest,"Relational Diagram 
(Tree)",0.03952058335700393,0.18960244648318045,0.2060606060606061,0.8174811005592346
qwen2.5vl_latest,"Relational Diagram
(Flowchart Basic)",0.004015774445653439,0.17660044150110374,0.113882863340564,0.8351125717163086
qwen2.5vl_latest,"Relational Diagram
(Flowchart Multiple Start Points)",0.016461024778973897,0.1652892561983471,0.19943459105737465,0.8065402507781982
qwen2.5vl_latest,"Relational Diagram
(Flowchart Multiple Paths)",0.007452880812555523,0.23494860499265788,0.26350752878653677,0.8240225911140442
qwen2.5vl_latest,Relational Diagram (Cycle),0.028323968652034178,0.18087855297157626,0.26202333990795534,0.8457208871841431
qwen2.5vl_latest,Relational Diagram (Cycle),0.03367899472034755,0.21162444113263784,0.2328316086547507,0.8359996676445007
qwen2.5vl_latest,Graph (Vertical Bar Graph),0.08066313951184204,0.2197802197802198,0.3370889438490428,0.774502158164978
qwen2.5vl_latest,Graph (Double),0.012830852662904142,0.14452214452214454,0.13602251407129456,0.8408759832382202
qwen2.5vl_latest,Graph (Horizontal Bar Graph),0.006579098028280621,0.13909774436090228,0.1718399719775821,0.7461862564086914
qwen2.5vl_latest,Graph (Line),0.03375639450706035,0.2,0.24558753642157097,0.8269972205162048
qwen2.5vl_latest,Graphs (Pie Chart),0.006348499860799434,0.14492753623188406,0.18720748829953202,0.7770518064498901
qwen2.5vl_latest,Graphs (Scatter Plot),0.05074724726801177,0.34098360655737703,0.34365556648119727,0.8621467351913452
qwen2.5vl_latest,Maps (Physical),0.012040811410178438,0.20448877805486285,0.2923174997051276,0.8387272953987122
qwen2.5vl_latest,Maps (Political),0.030494212413992458,0.22960725075528704,0.24620858357428257,0.8358694314956665
qwen2.5vl_latest,Maths (Graphs),0.011688522239416882,0.2442748091603053,0.265681619423116,0.8377076983451843
qwen2.5vl_latest,Maths (Diagram),0.04234100415405348,0.2380952380952381,0.2940302055381817,0.8446813821792603
qwen2.5vl_latest,Maths (Geometry),0.07431239873004203,0.3251231527093596,0.3519973404255319,0.8490485548973083
qwen2.5vl_latest,Table (Simple),0.034718597482689795,0.2285714285714286,0.2975206611570248,0.8483527898788452
qwen2.5vl_latest,Table (Complex),0.0607675902421609,0.18298555377207065,0.18535967485717422,0.7825379371643066
qwen2.5vl_latest,Text Only (Nutrition Label),0.0035888039715720682,0.1116751269035533,0.15927318295739346,0.7938146591186523
qwen2.5vl_latest,Text Only (Timeline),0.022348490269256505,0.22972972972972974,0.29584874685146545,0.8657205104827881
qwen3,"Art, Photos & Cartoons 
(Drawings & Paintings)",0.008720695571682532,0.15384615384615383,0.13972055888223553,0.8523756265640259
qwen3,"Art, Photos & Cartoons 
(Photographs)",0.003330819561259882,0.05479452054794521,0.07299270072992702,0.847286581993103
qwen3,"Art, Photos & Cartoons 
(Cartoons & Comics) ",0.009001383385723226,0.1956521739130435,0.16368711995577667,0.8395920395851135
qwen3,Chemistry,0.006659271909516516,0.4324324324324324,0.19434628975265017,0.9013833999633789
qwen3,Illustrated Diagram (Simple),0.0,0.0,0.0,0.0
qwen3,Illustrated Diagram (Complex),0.0037249603041011737,0.05524861878453039,0.04432456901429703,0.7470548152923584
qwen3,Illustrated Diagram (Comparison),0.009115735590496435,0.194392523364486,0.10160350820180104,0.8182555437088013
qwen3,Relational Diagram(Venn),0.13004933216249065,0.2573099415204678,0.4258474353446009,0.882725179195404
qwen3,"Relational Diagram 
(Web)",0.010070319017053691,0.22807017543859648,0.23773368848174053,0.8689078688621521
qwen3,"Relational Diagram 
(Tree)",0.2365018483568312,0.4776119402985075,0.4749992850810718,0.9065786600112915
qwen3,"Relational Diagram
(Flowchart Basic)",0.004973522410778651,0.1893491124260355,0.1018626309662398,0.7988610863685608
qwen3,"Relational Diagram
(Flowchart Multiple Start Points)",0.007528971990253459,0.17460317460317462,0.10789898732467693,0.7980830073356628
qwen3,"Relational Diagram
(Flowchart Multiple Paths)",0.06283531151712062,0.3691460055096419,0.2219927723283428,0.8328872919082642
qwen3,Relational Diagram (Cycle),0.021831023314895445,0.2617801047120419,0.3938958632606751,0.8504630327224731
qwen3,Relational Diagram (Cycle),0.030733394309518793,0.20634920634920634,0.17605633802816903,0.8467977643013
qwen3,Graph (Vertical Bar Graph),0.13629782754303896,0.28169014084507044,0.3227789661319074,0.7711717486381531
qwen3,Graph (Horizontal Bar Graph),0.013125285645028854,0.23920265780730895,0.2507992192660775,0.7545074224472046
qwen3,Graph (Double),0.01777873971248956,0.2169811320754717,0.16229913110574343,0.8561165928840637
qwen3,Graph (Line),0.029346153121658856,0.18384401114206128,0.1351481098003624,0.7919481992721558
qwen3,Graphs (Pie Chart),0.0121387795109914,0.1588785046728972,0.24911032028469754,0.7964111566543579
qwen3,Graphs (Scatter Plot),0.02646885815877009,0.3218390804597701,0.25104632356851136,0.8512614369392395
qwen3,Maps (Physical),0.026795997007549147,0.23529411764705885,0.23442724630741157,0.8432466387748718
qwen3,Maps (Political),0.02146834374105442,0.1761658031088083,0.12643158832143112,0.8259655833244324
qwen3,Maths (Graphs),0.025564942676017735,0.29710144927536236,0.24638794106967404,0.8418563008308411
qwen3,Maths (Diagram),0.00539891525480182,0.24193548387096772,0.12443438914027148,0.8557304739952087
qwen3,Maths (Geometry),0.034785941724610615,0.2975778546712803,0.25333078355108596,0.854457676410675
qwen3,Table (Simple),0.024413131440025052,0.2857142857142857,0.2409638554216867,0.8347676992416382
qwen3,Table (Complex),0.043257932561533756,0.12254901960784315,0.10481709075931982,0.751671552658081
qwen3,Text Only (Nutrition Label),0.00873404085141238,0.11920529801324505,0.10542168674698796,0.8016985058784485
qwen3,Text Only (Timeline),0.07633297171335769,0.39766081871345027,0.49924384509721065,0.8822417259216309
